,Hydraulic_Pressure(bar),Spindle_Speed(RPM),Torque(Nm),Cutting(kN),Downtime
2219,108.6909268,21865.0,21.83407272,1.89,No_Machine_Failure
2220,122.4663474,14152.0,21.89214472,1.86,No_Machine_Failure
2221,134.7410583,14266.0,21.8901371,1.87,No_Machine_Failure
2222,125.4600458,15217.0,21.94346387,2.88,No_Machine_Failure
2223,107.4241935,17726.0,30.51400825,1.99,No_Machine_Failure
2224,135.1290467,15217.0,32.37045571,2.91,No_Machine_Failure
2225,77.75850042,21841.0,21.85806511,2.87,No_Machine_Failure
2226,154.2591376,21753.0,21.94649014,2.84,No_Machine_Failure
2227,127.0160471,21740.0,34.97300419,2.74,No_Machine_Failure
2228,142.9510534,17726.0,,2.99,No_Machine_Failure
2229,65.37,17551.0,27.20084326,2.52,Machine_Failure
2230,51.19,17528.0,27.23653583,2.58,Machine_Failure
2231,67.14,17536.0,27.2241104,3.93,Machine_Failure
2232,54.6,27957.0,16.96410507,2.47,Machine_Failure
2233,94.36,17559.0,27.18845037,2.32,Machine_Failure
2234,136.9374295,21754.0,21.94548129,3.05,No_Machine_Failure
2235,134.02,17556.0,27.19309638,3.69,Machine_Failure
2236,136.572124,21750.0,21.94951724,2.97,No_Machine_Failure
2237,134.9385034,21729.0,21.97073036,3.03,No_Machine_Failure
2238,158.8267447,20327.0,23.48610223,2.85,No_Machine_Failure
2239,142.36,23432.0,24.28290946,3.93,Machine_Failure
2240,121.6748171,14266.0,23.46763014,1.99,No_Machine_Failure
2241,95.37,17919.0,,2.78,Machine_Failure
2242,106.3111063,20320.0,32.51929855,2.76,No_Machine_Failure
2243,52.0,23432.0,24.07959245,3.67,Machine_Failure
2244,74.98,19818.0,24.08931275,3.58,Machine_Failure
2245,69.61,26605.0,24.34234142,3.69,Machine_Failure
2246,62.07,27613.0,,3.67,Machine_Failure
2247,121.6748171,20118.0,31.62033518,2.59,No_Machine_Failure
2248,65.02,26605.0,24.29403084,3.55,Machine_Failure
2249,70.0,27613.0,24.25453437,3.67,Machine_Failure
2250,155.5598356,14266.0,23.48610223,2.97,No_Machine_Failure
2251,74.62613091,14152.0,23.48032658,2.67,No_Machine_Failure
2252,80.27,26526.0,24.28908675,3.59,Machine_Failure
2253,137.37,19151.0,16.44955444,2.57,Machine_Failure
2254,147.8397953,20764.0,31.5210747,2.76,No_Machine_Failure
2255,95.7,18440.0,14.20288973,2.4,Machine_Failure
2256,123.4161968,14152.0,23.0073253,2.68,No_Machine_Failure
2257,54.12,20504.0,25.88667173,3.91,Machine_Failure
2258,137.4672715,17726.0,23.00621657,2.91,No_Machine_Failure
2259,103.4698004,20763.0,22.9929201,2.73,No_Machine_Failure
2260,69.06,23432.0,16.96410507,2.49,Machine_Failure
2261,67.11,21951.0,25.07495142,3.58,Machine_Failure
2262,139.34,26605.0,24.94002717,3.91,Machine_Failure
2263,98.7,19140.0,15.1197393,2.86,Machine_Failure
2264,90.81,17919.0,24.99879562,3.59,Machine_Failure
2265,91.36,27613.0,14.20288973,2.46,Machine_Failure
2266,80.27,21951.0,17.89931102,2.55,Machine_Failure
2267,145.98,21951.0,24.93872434,2.8,Machine_Failure
2268,61.25,20504.0,16.96410507,2.56,Machine_Failure
2269,63.24,26605.0,15.1197393,2.75,Machine_Failure
2270,60.27,25528.0,25.00010473,2.53,Machine_Failure
2271,90.49,23432.0,24.93742165,2.64,Machine_Failure
2272,83.09,26526.0,25.00927236,2.84,Machine_Failure
2273,94.33,27957.0,25.0815383,2.51,Machine_Failure
2274,139.4022323,17726.0,32.37045571,1.86,No_Machine_Failure
2275,123.9393977,20155.0,33.92336502,1.95,No_Machine_Failure
2276,161.6638484,18436.0,23.59055196,2.82,No_Machine_Failure
2277,149.4390095,14152.0,35.58033366,2.02,No_Machine_Failure
2278,94.35394922,14152.0,35.58033366,2.68,No_Machine_Failure
2279,88.02437175,16198.0,31.5210747,1.88,No_Machine_Failure
2280,123.9896141,17726.0,23.6583577,1.99,No_Machine_Failure
2281,107.4305755,20174.0,35.58033366,1.87,No_Machine_Failure
2282,63.76,20801.0,25.07363445,3.58,Machine_Failure
2283,121.582574,21996.0,21.7040371,1.91,No_Machine_Failure
2284,59.22,25528.0,27.3676909,2.45,Machine_Failure
2285,65.11,17919.0,16.44955444,2.44,Machine_Failure
2286,89.08626575,22012.0,21.68826095,2.01,No_Machine_Failure
2287,71.04,21951.0,17.89931102,2.42,Machine_Failure
2288,139.34,20504.0,16.96410507,2.26,Machine_Failure
2289,61.73,26605.0,15.1197393,2.34,Machine_Failure
2290,80.27,27613.0,14.20288973,2.63,Machine_Failure
2291,56.87,20504.0,27.39281616,3.55,Machine_Failure
2292,63.76,27957.0,15.90071615,2.5,Machine_Failure
2293,125.95,20504.0,16.96410507,2.32,Machine_Failure
2294,134.54,27613.0,14.20288973,2.62,Machine_Failure
2295,145.98,27957.0,15.90071615,2.6,Machine_Failure
2296,86.45,26526.0,27.45741071,3.69,Machine_Failure
2297,123.0876099,21879.0,21.82010147,3.0,No_Machine_Failure
2298,97.61243696,22007.0,21.69318853,2.02,No_Machine_Failure
2299,135.4071833,19197.0,33.92336502,3.05,No_Machine_Failure
2300,116.4389854,13272.0,34.97300419,3.2,No_Machine_Failure
2301,114.3056755,22031.0,35.5812209,3.13,No_Machine_Failure
2302,142.0412212,22017.0,34.97300419,3.12,No_Machine_Failure
2303,84.58094942,22017.0,31.62033518,2.87,No_Machine_Failure
2304,106.0251437,22027.0,35.58033366,3.15,No_Machine_Failure
2305,103.7068079,21995.0,32.37045571,2.98,No_Machine_Failure
2306,120.7446059,22029.0,35.5812209,2.96,No_Machine_Failure
2307,148.8076502,22002.0,21.69811835,1.88,No_Machine_Failure
2308,63.76,17576.0,17.89931102,3.93,Machine_Failure
2309,155.2859257,21994.0,21.70601073,1.87,No_Machine_Failure
2310,59.52,27613.0,15.90071615,2.49,Machine_Failure
2311,137.37,20801.0,17.89931102,2.51,Machine_Failure
2312,135.93,23432.0,15.90071615,2.4,Machine_Failure
2313,,20132.0,31.62033518,2.6,No_Machine_Failure
2314,119.1549112,16198.0,35.58033366,1.86,No_Machine_Failure
2315,141.14,19548.0,16.96410507,3.58,Machine_Failure
2316,71.04,27613.0,24.42703643,2.63,Machine_Failure
2317,137.37,27613.0,24.48215385,3.91,Machine_Failure
2318,127.0516177,19197.0,35.5812209,2.59,No_Machine_Failure
2319,91.48687518,20031.0,31.5210747,2.58,No_Machine_Failure
2320,124.8514757,20073.0,23.78329099,2.8,No_Machine_Failure
2321,126.8309417,20084.0,23.77026489,2.72,No_Machine_Failure
2322,52.92,19648.0,24.29774023,3.93,Machine_Failure
2323,133.7447611,20099.0,23.752525,2.68,No_Machine_Failure
2324,109.7800202,18436.0,34.97300419,2.0,No_Machine_Failure
2325,85.02,26526.0,24.53499846,3.49,Machine_Failure
2326,64.94,19860.0,24.03836858,3.58,Machine_Failure
2327,144.895887,20765.0,22.99070551,3.0,No_Machine_Failure
2328,155.6221835,20617.0,23.15574526,2.01,No_Machine_Failure
2329,148.801101,20765.0,22.99070551,2.75,No_Machine_Failure
2330,91.2,18445.0,25.88246137,3.55,Machine_Failure
2331,83.26,19085.0,25.01451402,2.66,Machine_Failure
2332,139.220884,20203.0,32.51929855,2.0,No_Machine_Failure
2333,150.7033294,20148.0,23.69475878,2.8,No_Machine_Failure
2334,127.8597246,20248.0,32.37045571,2.92,No_Machine_Failure
2335,136.2814374,20159.0,34.97300419,2.72,No_Machine_Failure
2336,99.4448713,20245.0,33.92336502,2.76,No_Machine_Failure
2337,132.4521949,20214.0,32.51929855,2.77,No_Machine_Failure
2338,83.11,26605.0,16.96410507,2.5,Machine_Failure
2339,70.03,20504.0,17.89931102,2.71,Machine_Failure
2340,93.75,21951.0,15.90071615,2.8,Machine_Failure
2341,97.86,19083.0,25.01713567,2.58,Machine_Failure
2342,125.4044139,14152.0,34.97300419,1.95,No_Machine_Failure
2343,72.5,18906.0,25.25134878,2.79,Machine_Failure
2344,80.15,19046.0,25.06573559,3.93,Machine_Failure
2345,64.0,23432.0,25.06705172,3.49,Machine_Failure
2346,66.75,26526.0,25.02893992,3.91,Machine_Failure
2347,95.13,27613.0,25.06836799,3.61,Machine_Failure
2348,60.63,26605.0,25.03025219,3.67,Machine_Failure
2349,133.9299588,20152.0,23.69005558,2.79,No_Machine_Failure
2350,151.9687029,20261.0,31.5210747,2.88,No_Machine_Failure
2351,147.28996,20236.0,23.59171773,2.89,No_Machine_Failure
2352,75.91,18764.0,25.44244298,2.79,Machine_Failure
2353,163.960905,20155.0,23.6865294,2.86,No_Machine_Failure
2354,137.6363997,20234.0,23.59404962,2.84,No_Machine_Failure
2355,88.99,19069.0,25.03550265,2.6,Machine_Failure
2356,85.66,19047.0,25.06441959,2.78,Machine_Failure
2357,118.6976914,20207.0,31.62033518,2.79,No_Machine_Failure
2358,150.6690039,14266.0,35.5812209,1.89,No_Machine_Failure
2359,118.9037,19197.0,32.51929855,1.88,No_Machine_Failure
2360,56.06,19046.0,25.06573559,3.59,Machine_Failure
2361,104.1208724,20198.0,23.63610258,2.81,No_Machine_Failure
2362,56.59,19065.0,25.04075531,3.58,Machine_Failure
2363,86.97,19068.0,25.03681561,2.5,Machine_Failure
2364,59.02,19056.0,25.05258186,3.69,Machine_Failure
2365,81.41,18711.0,25.51451018,3.55,Machine_Failure
2366,117.7004504,13272.0,33.92336502,1.99,No_Machine_Failure
2367,65.59,19067.0,25.0381287,3.61,Machine_Failure
2368,81.35,19058.0,25.04995278,3.67,Machine_Failure
2369,90.76,18909.0,25.24734254,3.67,Machine_Failure
2370,55.99,19053.0,25.05652653,3.55,Machine_Failure
2371,69.68,21951.0,23.92992481,3.58,Machine_Failure
2372,121.6917433,14266.0,21.77432155,3.08,No_Machine_Failure
2373,116.3562614,21941.0,32.37045571,2.0,No_Machine_Failure
2374,135.658497,21953.0,35.58033366,2.95,No_Machine_Failure
2375,114.8836052,14152.0,21.7277444,2.82,No_Machine_Failure
2376,132.132597,14152.0,21.81312254,3.01,No_Machine_Failure
2377,133.0333997,20413.0,31.5210747,1.91,No_Machine_Failure
2378,114.4613475,16198.0,21.7902232,1.99,No_Machine_Failure
2379,112.6375084,17726.0,21.77332847,1.95,No_Machine_Failure
2380,117.4808902,21930.0,21.76935705,1.89,No_Machine_Failure
2381,142.663752,21952.0,33.92336502,3.12,No_Machine_Failure
2382,141.14,19936.0,15.1197393,3.93,Machine_Failure
2383,141.0105077,17726.0,33.92336502,1.88,No_Machine_Failure
2384,124.0694129,16198.0,35.58033366,2.01,No_Machine_Failure
2385,125.4034226,21952.0,34.97300419,3.18,No_Machine_Failure
2386,139.34,26605.0,14.10999444,2.68,Machine_Failure
2387,145.9409477,21893.0,32.51929855,2.9,No_Machine_Failure
2388,145.9873255,15217.0,32.37045571,1.91,No_Machine_Failure
2389,71.52,21951.0,15.1197393,2.5,Machine_Failure
2390,135.93,26605.0,17.89931102,3.91,Machine_Failure
2391,86.78,20801.0,15.1197393,2.61,Machine_Failure
2392,77.92,25528.0,14.20288973,2.42,Machine_Failure
2393,62.32,17919.0,14.10999444,2.47,Machine_Failure
2394,88.13,21951.0,16.44955444,2.56,Machine_Failure
2395,97.64012094,21953.0,33.92336502,3.0,No_Machine_Failure
2396,90.55,23432.0,14.20288973,2.61,Machine_Failure
2397,56.55,17484.0,27.30507893,2.64,Machine_Failure
2398,70.35,17919.0,27.31288975,3.55,Machine_Failure
2399,67.13,26605.0,27.31914163,2.31,Machine_Failure
2400,134.02,27957.0,15.1197393,2.37,Machine_Failure
2401,98.7,25528.0,17.89931102,2.59,Machine_Failure
2402,91.68,17458.0,14.20288973,2.55,Machine_Failure
2403,87.8,19092.0,25.00534255,3.61,Machine_Failure
2404,98.56,19922.0,23.96355788,2.88,Machine_Failure
2405,135.93,27957.0,24.24344912,3.58,Machine_Failure
2406,53.89,25528.0,16.96410507,3.49,Machine_Failure
2407,141.14,26526.0,16.44955444,3.67,Machine_Failure
2408,145.98,25528.0,14.44705039,3.91,Machine_Failure
2409,94.77147322,20827.0,22.92226437,2.11,No_Machine_Failure
2410,135.9219185,20968.0,35.58033366,3.06,No_Machine_Failure
2411,142.0721474,20964.0,22.77246709,2.84,No_Machine_Failure
2412,141.2282984,20966.0,22.77029476,2.88,No_Machine_Failure
2413,128.299925,20415.0,23.38486407,2.17,No_Machine_Failure
2414,142.36,21951.0,15.90071615,3.58,Machine_Failure
2415,126.3003611,20496.0,33.92336502,2.78,No_Machine_Failure
2416,103.8207037,20616.0,23.15686845,1.99,No_Machine_Failure
2417,131.3147378,14152.0,23.33571219,1.86,No_Machine_Failure
2418,122.0821628,20464.0,32.51929855,2.71,No_Machine_Failure
2419,127.9410887,20720.0,31.5210747,3.0,No_Machine_Failure
2420,126.3007562,20459.0,23.33457158,2.01,No_Machine_Failure
2421,137.8915347,19197.0,23.32659044,2.11,No_Machine_Failure
2422,125.95,27613.0,15.1197393,3.67,Machine_Failure
2423,134.54,23432.0,14.10999444,3.67,Machine_Failure
2424,134.02,18512.0,14.44705039,3.61,Machine_Failure
2425,135.93,18586.0,16.44955444,2.5,Machine_Failure
2426,58.45,27613.0,16.44955444,2.7,Machine_Failure
2427,146.7361062,20462.0,31.62033518,2.82,No_Machine_Failure
2428,134.02,18719.0,15.90071615,3.69,Machine_Failure
2429,90.39,27613.0,25.49951928,2.64,Machine_Failure
2430,82.37,23432.0,25.49951928,2.5,Machine_Failure
2431,98.7,18735.0,14.20288973,3.55,Machine_Failure
2432,50.15,20504.0,15.90071615,3.55,Machine_Failure
2433,80.24,18738.0,15.1197393,3.91,Machine_Failure
2434,97.01,18729.0,25.48998879,3.59,Machine_Failure
2435,50.15,21951.0,25.47638615,3.69,Machine_Failure
2436,61.73,18720.0,25.50224359,2.66,Machine_Failure
2437,98.85,27957.0,14.20288973,3.93,Machine_Failure
2438,89.69,20504.0,25.50224359,3.67,Machine_Failure
2439,98.79,23432.0,17.89931102,3.91,Machine_Failure
2440,71.87,25528.0,25.50360596,3.55,Machine_Failure
2441,115.0018849,20351.0,32.37045571,2.83,No_Machine_Failure
2442,149.6482884,20273.0,23.54866078,1.85,No_Machine_Failure
2443,124.8178241,,35.58033366,,No_Machine_Failure
2444,107.5030072,20373.0,,2.71,No_Machine_Failure
2445,87.82786442,20348.0,34.97300419,1.99,No_Machine_Failure
2446,,26526.0,25.48862787,3.93,Machine_Failure
2447,145.5111959,20367.0,35.58033366,2.99,No_Machine_Failure
2448,95.71492801,22032.0,21.66857298,3.16,No_Machine_Failure
2449,95.71321415,14266.0,21.70995907,1.85,No_Machine_Failure
2450,136.8758706,21888.0,30.51400825,1.86,No_Machine_Failure
2451,93.43,23576.0,14.20288973,3.61,Machine_Failure
2452,145.98,19806.0,24.10390791,2.74,Machine_Failure
2453,127.9513753,21880.0,31.62033518,1.87,No_Machine_Failure
2454,145.2115723,18436.0,21.92935232,3.0,No_Machine_Failure
2455,147.7287132,21764.0,21.9353979,1.85,No_Machine_Failure
2456,131.9981243,21778.0,21.92129672,2.11,No_Machine_Failure
2457,122.6892727,22005.0,33.92336502,1.88,No_Machine_Failure
2458,113.0216605,21981.0,31.5210747,1.88,No_Machine_Failure
2459,63.76,20001.0,16.96410507,3.59,Machine_Failure
2460,136.7261545,15217.0,35.58033366,1.95,No_Machine_Failure
2461,,17726.0,21.97578715,1.91,No_Machine_Failure
2462,140.0312295,21803.0,21.89616108,2.88,No_Machine_Failure
2463,139.34,19818.0,14.44705039,3.67,Machine_Failure
2464,145.98,23576.0,14.20288973,3.67,Machine_Failure
2465,112.2065125,16198.0,31.5210747,1.87,No_Machine_Failure
2466,133.1846488,21846.0,21.85306235,3.07,No_Machine_Failure
2467,97.96567091,21855.0,21.84406314,2.96,No_Machine_Failure
2468,81.09,25528.0,16.44955444,2.82,Machine_Failure
2469,69.49,17919.0,15.90071615,2.9,Machine_Failure
2470,128.5079883,21848.0,21.85106188,2.99,No_Machine_Failure
2471,96.0,20504.0,15.1197393,2.66,Machine_Failure
2472,150.5401964,21995.0,21.70502387,1.95,No_Machine_Failure
2473,92.94,19799.0,16.96410507,2.78,Machine_Failure
2474,110.6077392,18436.0,21.7040371,2.02,No_Machine_Failure
2475,63.41,23576.0,16.96410507,3.55,Machine_Failure
2476,111.1051809,19197.0,21.84206433,3.01,No_Machine_Failure
2477,152.8709071,13272.0,32.51929855,2.01,No_Machine_Failure
2478,121.2938321,16198.0,32.37045571,2.11,No_Machine_Failure
2479,91.32,23576.0,24.07473525,3.69,Machine_Failure
2480,53.25,19767.0,24.15146456,3.61,Machine_Failure
2481,96.10921934,15217.0,21.90419821,1.86,No_Machine_Failure
2482,67.56,20504.0,24.14902119,2.89,Machine_Failure
2483,66.3,26605.0,24.22253793,2.59,Machine_Failure
2484,98.11,21951.0,16.96410507,2.74,Machine_Failure
2485,86.7,23432.0,14.20288973,3.67,Machine_Failure
2486,134.54,19538.0,15.90071615,3.55,Machine_Failure
2487,63.76,20504.0,17.89931102,3.55,Machine_Failure
2488,141.14,26605.0,16.96410507,3.55,Machine_Failure
2489,137.37,19573.0,15.90071615,2.63,Machine_Failure
2490,55.54,26526.0,15.1197393,2.53,Machine_Failure
2491,90.53,27613.0,16.96410507,3.67,Machine_Failure
2492,137.37,19536.0,24.43703931,2.84,Machine_Failure
2493,106.3888813,17726.0,31.5210747,2.02,No_Machine_Failure
2494,131.8943071,20978.0,22.75726952,2.94,No_Machine_Failure
2495,112.7155055,20974.0,22.76160961,2.72,No_Machine_Failure
2496,103.0866527,20951.0,22.7865973,2.94,No_Machine_Failure
2497,118.6431655,20958.0,22.77898654,,No_Machine_Failure
2498,145.8558585,20935.0,22.80401242,2.79,No_Machine_Failure
2499,96.69,23576.0,24.40955108,3.55,Machine_Failure
